0,0,21.825533044736478
2.0,0,20.816476959933816
4.0,0,18.165177147695
6.0,0,14.637957470697632
8.0,0,10.98377409304761
10.0,0,8.308871061757934
12.0,0,6.626515385580207
14.0,0,5.856134690861178
16.0,0,5.733714300143411
18.0,0,5.856134690861178
20.0,0,6.626515385580207
22.0,0,8.308871061757934
24.0,0,10.98377409304761
26.0,0,14.637957470697632
28.0,0,18.165177147695
30.0,0,20.816476959933816
32.0,0,21.825533044736478
0,1.0,23.94337026799994
2.0,1.0,22.758549504435067
4.0,1.0,19.6876748597939
6.0,1.0,15.951948520040942
8.0,1.0,11.780388974268716
10.0,1.0,8.784449922554428
12.0,1.0,6.939392042639418
14.0,1.0,6.098112617903439
16.0,1.0,5.924175605882064
18.0,1.0,6.098112617903439
20.0,1.0,6.939392042639418
22.0,1.0,8.784449922554428
24.0,1.0,11.780388974268716
26.0,1.0,15.951948520040942
28.0,1.0,19.6876748597939
30.0,1.0,22.758549504435067
32.0,1.0,23.94337026799994
0,2.0,25.676931308142215
2.0,2.0,24.34051519266344
4.0,2.0,20.91221568853393
6.0,2.0,16.794584868500433
8.0,2.0,12.410528704412366
10.0,2.0,9.152686610084551
12.0,2.0,7.177451316116951
14.0,2.0,6.280249334239283
16.0,2.0,6.06656363549144
18.0,2.0,6.280249334239283
20.0,2.0,7.177451316116951
22.0,2.0,9.152686610084551
24.0,2.0,12.410528704412366
26.0,2.0,16.794584868500433
28.0,2.0,20.91221568853393
30.0,2.0,24.34051519266344
32.0,2.0,25.676931308142215
0,3.0,26.820857224714974
2.0,3.0,25.380714320737866
4.0,3.0,21.710025284728303
6.0,3.0,17.337078510369327
8.0,3.0,12.816236842554565
10.0,3.0,9.386190198581886
12.0,3.0,7.326568374464221
14.0,3.0,6.393477393332409
16.0,3.0,6.154671151041101
18.0,3.0,6.393477393332409
20.0,3.0,7.326568374464221
22.0,3.0,9.386190198581886
24.0,3.0,12.816236842554565
26.0,3.0,17.337078510369327
28.0,3.0,21.710025284728303
30.0,3.0,25.380714320737866
32.0,3.0,26.820857224714974
0,4.0,27.221289689481157
2.0,4.0,25.744156936656754
4.0,4.0,21.987431897007852
6.0,4.0,17.524537977593848
8.0,4.0,12.956438053272617
10.0,4.0,9.466245006603316
12.0,4.0,7.377369740471521
14.0,4.0,6.431901972263109
16.0,4.0,6.1845005615842545
18.0,4.0,6.431901972263109
20.0,4.0,7.377369740471521
22.0,4.0,9.466245006603316
24.0,4.0,12.956438053272617
26.0,4.0,17.524537977593848
28.0,4.0,21.987431897007852
30.0,4.0,25.744156936656754
32.0,4.0,27.221289689481157
0,5.0,26.820857224714974
2.0,5.0,25.380714320737866
4.0,5.0,21.710025284728303
6.0,5.0,17.337078510369327
8.0,5.0,12.816236842554565
10.0,5.0,9.386190198581886
12.0,5.0,7.326568374464221
14.0,5.0,6.393477393332409
16.0,5.0,6.154671151041101
18.0,5.0,6.393477393332409
20.0,5.0,7.326568374464221
22.0,5.0,9.386190198581886
24.0,5.0,12.816236842554565
26.0,5.0,17.337078510369327
28.0,5.0,21.710025284728303
30.0,5.0,25.380714320737866
32.0,5.0,26.820857224714974
0,6.0,25.676931308142215
2.0,6.0,24.34051519266344
4.0,6.0,20.91221568853393
6.0,6.0,16.794584868500433
8.0,6.0,12.410528704412366
10.0,6.0,9.152686610084551
12.0,6.0,7.177451316116951
14.0,6.0,6.280249334239283
16.0,6.0,6.06656363549144
18.0,6.0,6.280249334239283
20.0,6.0,7.177451316116951
22.0,6.0,9.152686610084551
24.0,6.0,12.410528704412366
26.0,6.0,16.794584868500433
28.0,6.0,20.91221568853393
30.0,6.0,24.34051519266344
32.0,6.0,25.676931308142215
0,7.0,23.94337026799994
2.0,7.0,22.758549504435067
4.0,7.0,19.6876748597939
6.0,7.0,15.951948520040942
8.0,7.0,11.780388974268716
10.0,7.0,8.784449922554428
12.0,7.0,6.939392042639418
14.0,7.0,6.098112617903439
16.0,7.0,5.924175605882064
18.0,7.0,6.098112617903439
20.0,7.0,6.939392042639418
22.0,7.0,8.784449922554428
24.0,7.0,11.780388974268716
26.0,7.0,15.951948520040942
28.0,7.0,19.6876748597939
30.0,7.0,22.758549504435067
32.0,7.0,23.94337026799994
0,8.0,21.825533044736478
2.0,8.0,20.816476959933816
4.0,8.0,18.165177147695
6.0,8.0,14.637957470697632
8.0,8.0,10.98377409304761
10.0,8.0,8.308871061757934
12.0,8.0,6.626515385580207
14.0,8.0,5.856134690861178
16.0,8.0,5.733714300143411
18.0,8.0,5.856134690861178
20.0,8.0,6.626515385580207
22.0,8.0,8.308871061757934
24.0,8.0,10.98377409304761
26.0,8.0,14.637957470697632
28.0,8.0,18.165177147695
30.0,8.0,20.816476959933816
32.0,8.0,21.825533044736478
